Name,7-year Repayment Rate,Net Price,Income Range
Mesa Community College,0.530142946,8392,30-75K
Mohave Community College,0.489855073,8879,30-75K
Northern Arizona University,0.663141994,12679,30-75K
Phoenix College,0.479919679,8004,30-75K
Prescott College,0.721311475,19088,30-75K
Scottsdale Community College,0.575268817,9378,30-75K
University of Arkansas at Little Rock,0.568932039,13220,30-75K
Lyon College,0.734375,18694,30-75K
University of Arkansas,0.732142857,14293,30-75K
University of Arkansas at Pine Bluff,0.405333333,11710,30-75K
Arkansas State University-Main Campus,0.614929786,12620,30-75K
Arkansas Tech University,0.649056604,12290,30-75K
Baptist Health College Little Rock,0.669291339,22773,30-75K
University of Central Arkansas,0.663129974,14464,30-75K
Central Baptist College,0.670588235,14676,30-75K
National Park College,0.590909091,8535,30-75K
Harding University,0.779264214,17217,30-75K
Henderson State University,0.606407323,17092,30-75K
Hendrix College,0.791208791,17439,30-75K
John Brown University,0.819620253,19005,30-75K
Ouachita Baptist University,0.675675676,17454,30-75K
Southern Arkansas University Main Campus,0.623417722,13492,30-75K
University of Arkansas-Fort Smith,0.624087591,10668,30-75K
Academy of Art University,0.491503268,32463,30-75K
Antelope Valley College,0.45320197,6727,30-75K
Art Center College of Design,0.772727273,40401,30-75K
Azusa Pacific University,0.778825996,25441,30-75K
Biola University,0.838607595,27674,30-75K
Bryan University,0.5,18662,30-75K
Butte College,0.584229391,4636,30-75K
California Baptist University,0.696917808,21792,30-75K
California College of the Arts,0.767295598,31175,30-75K
California Lutheran University,0.785942492,20758,30-75K
California Polytechnic State University-San Luis Obispo,0.912844037,17061,30-75K
California State University-Bakersfield,0.657370518,5642,30-75K
California State University-Stanislaus,0.739463602,6169,30-75K
California State University-San Bernardino,0.627475248,8100,30-75K
California State Polytechnic University-Pomona,0.818390805,11956,30-75K
California State University-Chico,0.795152463,13231,30-75K
California State University-Dominguez Hills,0.614228457,4682,30-75K
California State University-Fresno,0.738480697,6862,30-75K
California State University-Fullerton,0.79337232,7871,30-75K
California State University-East Bay,0.731640979,11699,30-75K
California State University-Long Beach,0.811623247,8686,30-75K
California State University-Los Angeles,0.678424939,6110,30-75K
California State University-Northridge,0.722165125,8597,30-75K
California State University-Sacramento,0.78411584,9216,30-75K
University of California-Berkeley,0.84,11616,30-75K
University of California-Davis,0.872242647,12182,30-75K
University of California-Irvine,0.818127251,12125,30-75K
University of California-Los Angeles,0.857271906,11134,30-75K
University of California-Riverside,0.75736096,10647,30-75K
University of California-San Diego,0.897084806,11157,30-75K
University of California-Santa Barbara,0.815594059,13246,30-75K
University of California-Santa Cruz,0.833211945,13834,30-75K
California Institute of the Arts,0.686868687,42533,30-75K
California State University Maritime Academy,0.80952381,19486,30-75K
College of the Canyons,0.536082474,5999,30-75K
Cerritos College,0.612068966,2081,30-75K
Chapman University,0.760707002,33866,30-75K
Concordia University-Irvine,0.74796748,22786,30-75K
San Diego Christian College,0.786324786,33098,30-75K
Citrus College,0.558441558,4381,30-75K
Columbia College Hollywood,0.583333333,36032,30-75K
Cosumnes River College,0.430555556,6111,30-75K
Cuesta College,0.735483871,9749,30-75K
Cypress College,0.539130435,5674,30-75K
De Anza College,0.568862275,5409,30-75K
Dominican University of California,0.740585774,29362,30-75K
